Date/Time,THERMAL ZONE 1:Zone Air System Sensible Heating Rate [W](Hourly),THERMAL ZONE 1:Zone Air System Sensible Cooling Rate [W](Hourly),THERMAL ZONE 1:Zone Air Temperature [C](Hourly),THERMAL ZONE 1:Zone Air Relative Humidity [%](Hourly) 
 01/08  01:00:00,0.0,0.0,17.895185313166557,37.48342562055925 
 01/08  02:00:00,0.0,0.0,16.982119539636656,39.246919000896874 
 01/08  03:00:00,0.0,0.0,16.184132537200544,40.35846300942786 
 01/08  04:00:00,18.637640039729042,0.0,15.620129085331996,40.37300651268829 
 01/08  05:00:00,63.18609378418832,0.0,15.6,39.65228619860159 
 01/08  06:00:00,112.59254540740662,0.0,15.600000000000003,39.785991869960085 
 01/08  07:00:00,615.0984710956633,0.0,20.047167057021948,29.567510028693636 
 01/08  08:00:00,625.9961830128996,0.0,20.0,28.364537614693432 
 01/08  09:00:00,646.6369959706697,0.0,20.0,27.753354377693018 
 01/08  10:00:00,644.2951522709502,0.0,20.0,28.213922754147166 
 01/08  11:00:00,592.8629373931545,0.0,20.0,28.97674239921442 
 01/08  12:00:00,465.0989924331831,0.0,20.0,30.083914459715352 
 01/08  13:00:00,299.1765147016446,0.0,20.0,30.124221662047557 
 01/08  14:00:00,151.3733697139965,0.0,20.0,26.4441462379521 
 01/08  15:00:00,24.729603838783124,0.0,20.055029172514665,22.984008016855533 
 01/08  16:00:00,0.0,0.0,20.94889103590733,19.027586861924078 
 01/08  17:00:00,0.0,0.0,22.12577236991541,15.299297652394506 
 01/08  18:00:00,0.0,0.0,23.17362205428349,13.365021535036359 
 01/08  19:00:00,0.0,0.0,23.616297151289896,14.028576846552573 
 01/08  20:00:00,0.0,0.0,23.544737937041244,16.02827129229724 
 01/08  21:00:00,0.0,0.0,23.0675075654783,17.89261143564698 
 01/08  22:00:00,0.0,0.0,22.07059475136537,20.753764337537028 
 01/08  23:00:00,0.0,0.0,21.0347191424927,23.2786471702623 
 01/08  24:00:00,0.0,0.0,20.007936641288524,25.85225533460916 
 01/09  01:00:00,0.0,0.0,19.040778875895718,27.962638369774787 
 01/09  02:00:00,0.0,0.0,18.22034451909827,29.56069800254547 
 01/09  03:00:00,0.0,0.0,17.52447555511103,30.479748993922506 
 01/09  04:00:00,0.0,0.0,16.827882325264795,31.635840673362416 
